Number of connections,Number of DNS servers,Avg. size Node list recieved ,Time taken to find all nodes,Time take to test all nodes if online,Number of nodes online  ,Number of nodes offline  
80,,5,0,102856,179,242
80,,5,0,102854,176,251
80,,5,0,102852,206,238
80,,5,0,102850,191,250
80,,5,0,102841,174,247
80,,5,0,102839,164,246
80,,5,0,102837,180,252
80,,5,0,102837,164,251
80,,5,0,102835,185,254
80,,5,0,102831,169,243
80,,5,0,102828,174,249
80,,5,0,102826,207,247
80,,5,0,102820,158,250
80,,5,0,102820,186,242
80,,5,0,102817,173,254
80,,5,0,102814,186,241
80,,5,0,102812,188,252
80,,5,0,102809,201,238
80,,5,0,102809,184,247
80,,5,0,102794,188,250
80,,5,0,102793,202,243
80,,5,0,102793,193,246
80,,5,0,102787,186,248
80,,5,0,102777,187,243
80,,5,0,102772,176,247
80,,5,0,102772,188,254
80,,5,0,102762,181,245
80,,5,0,102762,182,251
80,,5,0,102759,175,254
80,,5,0,102755,173,248
80,,5,0,102754,185,246
80,,5,0,102753,181,248
80,,5,0,102752,199,251
80,,5,0,102750,176,247
80,,5,0,102750,172,254
80,,5,0,102738,174,247
80,,5,0,102737,184,249
80,,5,0,102737,185,242
80,,5,0,102735,162,250
80,,5,0,102735,185,249
80,,5,0,102734,173,246
80,,5,0,102727,156,258
80,,5,0,102725,170,251
80,,5,0,102714,188,247
80,,5,0,102708,179,250
80,,5,0,102705,171,250
80,,5,0,102704,204,240
80,,5,0,102702,170,254
80,,5,0,102701,198,242
80,,5,0,102695,169,256
80,,5,0,102684,189,246
80,,5,0,102677,172,255
80,,5,0,102676,168,256
80,,5,0,102673,165,259
80,,5,0,102672,184,244
80,,5,0,102670,171,253
80,,5,0,102669,184,244
80,,5,0,102668,182,248
80,,5,0,102667,190,246
80,,5,0,102666,204,244
80,,5,0,102664,173,246
80,,5,0,102663,176,250
80,,5,0,102659,183,247
80,,5,0,102654,165,247
80,,5,0,102642,177,251
80,,5,0,102641,158,252
80,,5,0,102641,173,250
80,,5,0,102639,173,253
80,,5,0,102636,179,252
80,,5,0,102632,182,249
80,,5,0,102631,185,247
80,,5,0,102626,198,245
80,,5,0,102624,161,251
80,,5,0,102622,185,253
80,,5,0,102617,190,247
80,,5,0,102614,173,244
80,,5,0,102611,170,253
80,,5,0,102607,182,243
80,,5,0,102599,199,247
80,,5,0,102597,189,249
80,,5,0,102595,160,253
80,,5,0,102595,172,251
80,,5,0,102594,177,247
80,,5,0,102593,164,249
80,,5,0,102587,177,249
80,,5,0,102583,165,249
80,,5,0,102565,157,250
80,,5,0,102563,185,248
80,,5,0,102558,171,252
80,,5,0,102557,167,251
80,,5,0,102556,169,252
80,,5,0,102550,207,234
80,,5,0,102548,162,260
80,,5,0,102544,180,245
80,,5,0,102544,173,245
80,,5,0,102543,173,245
80,,5,0,102538,169,249
80,,5,0,102538,153,253
80,,5,0,102538,157,252
80,,5,0,102535,168,252
80,,5,0,102532,188,250
80,,5,0,102532,168,248
80,,5,0,102527,186,243
80,,5,0,102524,180,252
80,,5,0,102523,165,250
80,,5,0,102514,178,248
80,,5,0,102513,182,242
80,,5,0,102512,163,251
80,,5,0,102512,156,255
80,,5,0,102511,189,247
80,,5,0,102509,179,252
80,,5,0,102509,168,249
80,,5,0,102506,174,254
80,,5,0,102505,197,243
80,,5,0,102503,151,260
80,,5,0,102498,194,245
80,,5,0,102497,186,249
80,,5,0,102488,174,244
80,,5,0,102487,172,258
80,,5,0,102477,178,246
80,,5,0,102466,168,253
80,,5,0,102463,192,245
80,,5,0,102459,165,249
80,,5,0,102456,171,248
80,,5,0,102454,178,257
80,,5,0,102451,170,250
80,,5,0,102443,165,256
80,,5,0,102439,177,256
80,,5,0,102431,189,236
80,,5,0,102430,192,246
80,,5,0,102429,165,256
80,,5,0,102423,189,239
80,,5,0,102422,175,252
80,,5,0,102422,177,250
80,,5,0,102421,186,242
80,,5,0,102409,168,243
80,,5,0,102408,185,246
80,,5,0,102407,183,253
80,,5,0,102406,161,252
80,,5,0,102400,154,250
80,,5,0,102398,204,236
80,,5,0,102397,168,243
80,,5,0,102389,172,251
80,,5,0,102382,171,257
80,,5,0,102378,170,249
80,,5,0,102372,159,257
80,,5,0,102371,174,247
80,,5,0,102367,185,244
80,,5,0,102365,168,253
80,,5,0,102365,192,243
80,,5,0,102362,178,239
80,,5,0,102361,188,248
80,,5,0,102360,183,243
80,,5,0,102358,179,249
80,,5,0,102357,203,244
80,,5,0,102353,210,241
80,,5,0,102344,178,248
80,,5,0,102342,181,245
80,,5,0,102340,173,251
80,,5,0,102339,184,247
80,,5,0,102338,157,255
80,,5,0,102338,162,251
80,,5,0,102337,172,248
80,,5,0,102333,193,247
80,,5,0,102332,192,252
80,,5,0,102328,169,251
80,,5,0,102327,164,251
80,,5,0,102326,172,247
80,,5,0,102314,183,246
80,,5,0,102314,165,257
80,,5,0,102309,169,249
80,,5,0,102308,165,251
80,,5,0,102305,167,253
80,,5,0,102299,180,248
80,,5,0,102298,198,246
80,,5,0,102297,200,245
80,,5,0,102296,165,255
80,,5,0,102295,179,244
80,,5,0,102292,180,243
80,,5,0,102290,186,250
80,,5,0,102287,209,244
80,,5,0,102281,158,255
80,,5,0,102278,175,244
80,,5,0,102268,153,261
80,,5,0,102261,196,244
80,,5,0,102261,166,252
80,,5,0,102257,167,254
80,,5,0,102251,186,241
80,,5,0,102250,162,255
80,,5,0,102247,162,250
80,,5,0,102242,162,258
80,,5,0,102242,182,240
80,,5,0,102241,162,254
80,,5,0,102240,163,254
80,,5,0,102236,174,240
80,,5,0,102234,169,255
80,,5,0,102229,188,247
80,,5,0,102228,186,249
80,,5,0,102222,168,243
80,,5,0,102218,174,253
80,,5,0,102215,171,252
80,,5,0,102212,183,246
80,,5,0,102212,174,251
80,,5,0,102210,220,232
80,,5,0,102209,177,248
80,,5,0,102208,171,251
80,,5,0,102207,168,249
80,,5,0,102206,168,254
80,,5,0,102202,179,256
80,,5,0,102199,183,246
80,,5,0,102193,156,251
80,,5,0,102188,164,249
80,,5,0,102183,185,246
80,,5,0,102180,201,245
80,,5,0,102173,179,249
80,,5,0,102173,179,255
80,,5,0,102173,189,244
80,,5,0,102164,188,246
80,,5,0,102163,162,251
80,,5,0,102161,182,249
80,,5,0,102156,160,246
80,,5,0,102155,182,246
80,,5,0,102154,175,248
80,,5,0,102152,168,249
80,,5,0,102150,176,248
80,,5,0,102149,183,240
80,,5,0,102146,175,246
80,,5,0,102145,165,252
80,,5,0,102143,176,249
80,,5,0,102143,169,244
80,,5,0,102142,186,249
80,,5,0,102135,186,242
80,,5,0,102135,195,240
80,,5,0,102132,188,248
80,,5,0,102130,182,245
80,,5,0,102125,171,246
80,,5,0,102118,171,249
80,,5,0,102106,159,255
80,,5,0,102103,178,251
80,,5,0,102101,180,255
80,,5,0,102095,180,245
80,,5,0,102093,165,250
80,,5,0,102092,176,249
80,,5,0,102088,166,250
80,,5,0,102087,174,251
80,,5,0,102087,177,245
80,,5,0,102085,185,245
80,,5,0,102080,170,250
80,,5,0,102078,185,246
80,,5,0,102076,185,245
80,,5,0,102074,183,242
80,,5,0,102073,168,257
80,,5,0,102067,180,239
80,,5,0,102066,174,247
80,,5,0,102063,191,236
80,,5,0,102060,169,249
80,,5,0,102054,173,252
80,,5,0,102054,190,243
80,,5,0,102050,165,249
80,,5,0,102048,181,240
80,,5,0,102047,181,251
80,,5,0,102046,164,251
80,,5,0,102042,193,242
80,,5,0,102036,186,250
80,,5,0,102034,164,252
80,,5,0,102034,180,248
80,,5,0,102030,187,246
80,,5,0,102029,149,257
80,,5,0,102028,178,248
80,,5,0,102026,173,253
80,,5,0,102026,190,247
80,,5,0,102025,184,246
80,,5,0,102022,166,253
80,,5,0,102022,184,248
80,,5,0,102018,171,251
80,,5,0,102018,161,258
80,,5,0,102018,166,253
80,,5,0,102010,169,246
80,,5,0,102006,169,252
80,,5,0,102005,186,246
80,,5,0,102003,169,251
80,,5,0,101999,161,256
80,,5,0,101998,166,250
80,,5,0,101993,192,243
80,,5,0,101981,169,246
80,,5,0,101979,189,241
80,,5,0,101976,163,264
80,,5,0,101975,186,246
